Address (Hex),Address (Dec),Primary Purpose,Categories,Min Value,Max Value,Occurrences,Example Values
6D851B,7177499,pause box Y-Axis,"Box, PositionY",158,188,2,9E; BC
6D8530,7177520,pause box X-Axis,"Box, PositionX",13,14,2,0D; 0E
6D9885,7182469,item sub menu cursor row count Y-Axis (sub menu refresh),"Cursor, ItemMenu, PositionY",4,4,1,04
6D9B24,7183140,magic box column count cursor,"Box, Cursor, MagicMenu",1,1,3,01; 01; 01
6D9B2E,7183150,magic sub menu cursor row count Y-Axis (sub menu refresh),"Cursor, MagicMenu, PositionY",4,4,1,04
6D9B42,7183170,magic max row count,MagicMenu,54,54,3,36; 36; 36
6D9C3F,7183423,"magic column count, controls spell cast",MagicMenu,1,1,3,01; 01; 01
6D9C4F,7183439,magic column count selectable,MagicMenu,1,1,3,01; 01; 01
6DA008,7184392,summon sub menu cursor row count Y-Axis (sub menu refresh),"Cursor, PositionY",4,4,1,04
6DA2BA,7185082,enemy skill column count cursor,Cursor,1,1,3,01; 01; 01
6DA2D2,7185106,eskill sub menu cursor row count Y-Axis (sub menu refresh),"Cursor, PositionY",4,4,1,04
6DAED2,7188178,box viewing area all boxes offset Y-Axis,"Box, PositionY",2,193,5,83 C1 02; 83 C1 04; 83 C1 06
6DC987,7195015,hp bars X-Axis,"Bar, PositionX",1,243,17,84 01; BF 01; EA 01
6DC98D,7195021,hp bars spacing Y-Axis - C0 middle then 6B first then 3rd value,"Bar, PositionY, Spacing",24,192,1,6B C0 18
6DC991,7195025,hp bars Y-Axis,"Bar, PositionY",1,166,8,9D 01; A6; A6
6DC99D,7195037,hp bars length,"Bar, PositionX",0,181,10,2B 00; 2B 00; 2B 00
6DC9A3,7195043,hp bars height,"Bar, Height",0,1,1,01 00
6DCA0B,7195147,mp bars X-Axis,"Bar, PositionX",1,252,17,B8 01; F3 01; 1E 02
6DCA11,7195153,"mp bars spacing Y-Axis - set middle to D2, then first to 6B, then third as value","Bar, PositionY, Spacing",24,210,1,6B D2 18
6DCA16,7195158,mp bars Y-Axis,"Bar, PositionY",1,166,8,9D 01; A6; A6
6DCA22,7195170,mp bars length X-Axis,"Bar, PositionX",0,76,4,2B 00; 2A 00; 2A 00
6DCA28,7195176,mp bars height,"Bar, Height",0,1,1,01 00
6DD06F,7196783,wait header Y-Axis,PositionY,1,254,8,83 01; 88 01; 88 01
6DD074,7196788,wait header X-Axis,PositionX,2,163,13,33 02; 6E 02; 99 02
6DD08C,7196812,time header pallete,Uncategorized,7,7,6,07; 07; 07
6DD096,7196822,time header Y-Axis,PositionY,1,254,8,83 01; 88 01; 88 01
6DD09B,7196827,time header X-Axis,PositionX,2,163,13,33 02; 6E 02; 99 02
6DD0BE,7196862,name header Y-Axis,PositionY,1,131,2,83 01; 53 01
6DD0C3,7196867,name header X-Axis,PositionX,20,244,7,D8; AD; D8
6DD0E0,7196896,hp header Y-Axis,PositionY,1,254,8,83 01; 88 01; 88 01
6DD0E5,7196901,hp header X-Axis,"PositionX, Uncategorized",1,243,14,84 01; BF 01; EA 01
6DD105,7196933,mp header Y-Axis,PositionY,1,254,8,83 01; 88 01; 88 01
6DD10A,7196938,mp header X-Axis,"PositionX, Uncategorized",1,251,14,B7 01; F2 01; 1D 02
6DD12A,7196970,limit header Y-Axis,"LimitMenu, PositionY",1,254,8,83 01; 88 01; 88 01
6DD12F,7196975,limit header X-Axis,"LimitMenu, PositionX",2,195,13,53 02; 8E 02; B9 02
6DD14F,7197007,barrier header Y-Axis,"Bar, PositionY",1,255,9,83 01; 8B 01; 88 01
6DD154,7197012,barrier header X-Axis,"Bar, PositionX",0,227,13,E3 01; 1E 02; 49 02
6DD170,7197040,item box hidden area box contents,"Box, ItemMenu",144,144,9,90 90; 90 90; 90 90
6DD182,7197058,magic box hidden area box contents,"Box, MagicMenu",144,144,9,90 90; 90 90; 90 90
6DD194,7197076,eskill box hidden area box contents,Box,144,144,9,90 90; 90 90; 90 90
6DD1A6,7197094,summon box hidden area box contents,Box,144,144,9,90 90; 90 90; 90 90
6DD24C,7197260,status refresh toggle on hide button,StatusMenu,144,144,10,90 90; 90 90; 90 90
6DD31E,7197470,7777 name X-Axis,PositionX,1,244,22,49 01; 91 01; 2C 01
6DD3B6,7197622,7777 name spacing Y-Axis - C0 middle then 6B first then 3rd value,"PositionY, Spacing",24,192,1,6B C0 18
6DD3BA,7197626,7777 name Y-Axis,PositionY,1,146,15,89 01; 89 01; 89 01
6DD41A,7197722,"slow down name flash, affects all battle avatars as well, use multiples of 2","Avatar, Battle",2,2,1,02
6DD423,7197731,use extra pallete for battle avatars,"Avatar, Battle",8,8,1,08
6DD448,7197768,selected name spacing Y-Axis - C9 middle then 6B first then 3rd value,"PositionY, Spacing",24,201,1,6B C9 18
6DD44D,7197773,selected name Y-Axis,PositionY,1,146,15,89; 89; 89
6DD452,7197778,selected character X-Axis change to 2byte,"Avatar, PositionX",0,233,13,90 90 E9 D3 64 23 00; 90 90 E9 D3 64 23 00; 90 90 E9 D3 64 23 00
6DD453,7197779,selected name X-Axis,PositionX,20,244,6,D8; AD; D8
6DD496,7197846,allies name spacing Y-Axis C0 middle then 6B first then 3rd value,"PositionY, Spacing",24,192,1,6B C0 18
6DD49A,7197850,allies name Y-Axis,PositionY,1,146,15,89; 89; 89
6DD49F,7197855,allied characters X-Axis change to 2byte,"Avatar, PositionX",0,233,13,90 90 E9 77 64 23 00; 90 90 E9 77 64 23 00; 90 90 E9 77 64 23 00
6DD4A0,7197856,allies name X-Axis,PositionX,20,244,6,D8; AD; D8
6DD50C,7197964,time bar allies selected height,"Bar, Height",3,7,7,07; 07; 07
6DD534,7198004,"time bar selected spacing Y-Axis - set middle to D2, then first to 6B, then third as value","Bar, PositionY, Spacing",24,210,1,6B D2 18
6DD539,7198009,time bar selected Y-Axis,"Bar, PositionY",1,150,11,8F 01; 8F 01; 8F 01
6DD53F,7198015,time bar selected X-Axis,"Bar, PositionX",2,165,16,35 02; 70 02; 9B 02
6DD553,7198035,"time bar color allies, charged 55 33 00 FF, blue, green, red tint, XX","Bar, Color",0,137,3,10 89 89 80; 10 89 89 80; 00 50 6E 80
6DD558,7198040,time bar allies charged height,"Bar, Height",3,7,7,07; 07; 07
6DD580,7198080,time bar allies charged spacing Y-Axis - C0 middle then 6B first then 3rd value,"Bar, PositionY, Spacing",24,192,1,6B C0 18
6DD584,7198084,time bar allies charged Y-Axis,"Bar, PositionY",1,150,11,8F 01; 8F 01; 8F 01
6DD58A,7198090,time bar allies charged X-Axis,"Bar, PositionX",2,165,16,35 02; 70 02; 9B 02
6DD59B,7198107,"time bar color charging 22 16 00 FF, blue, green, red tint, XX","Bar, Color",0,128,3,70 70 70 80; 70 70 70 80; 00 50 6E 80
6DD5A9,7198121,time bar allies charging height,"Bar, Height",3,7,7,07; 07; 07
6DD5D1,7198161,"time bar allies charging spacing Y-Axis - set middle to D2, then first to 6B, then third as value","Bar, PositionY, Spacing",24,210,1,6B D2 18
6DD5D6,7198166,time bar allies charging Y-Axis,"Bar, PositionY",1,150,11,8F 01; 8F 01; 8F 01
6DD5DC,7198172,time bar allies charging X-Axis,"Bar, PositionX",2,165,16,35 02; 70 02; 9B 02
6DD5F2,7198194,time box pallete,Box,7,7,6,07; 07; 07
6DD5FF,7198207,time box spacing Y-Axis - C0 middle then 6B first then 3rd value,"Box, PositionY, Spacing",24,192,1,6B C0 18
6DD603,7198211,time box Y-Axis,"Box, PositionY",1,146,10,8C 01; 8C 01; 8C 01
6DD604,7198212,remove time box,Box,2,2,1,02
6DD609,7198217,time box X-Axis,"Box, PositionX",2,159,12,2F 02; 6A 02; 95 02
6DD693,7198355,limit bar height,"Bar, Height, LimitMenu",3,7,7,07; 07; 07
6DD6B9,7198393,limit bar spacing Y-Axis - C0 middle then 6B first then 3rd value,"Bar, LimitMenu, PositionY, Spacing",24,192,1,6B C0 18
6DD6BD,7198397,limit bar Y-Axis,"Bar, LimitMenu, PositionY",1,159,11,99 01; 99 01; 99 01
6DD6C3,7198403,limit bar X-Axis,"Bar, LimitMenu, PositionX",2,165,16,35 02; 70 02; 9B 02
6DD6D9,7198425,limit box pallete,"Box, LimitMenu",7,7,8,07; 07; 07
6DD6E6,7198438,limit box spacing Y-Axis - C9 middle then 6B first then 3rd value,"Box, LimitMenu, PositionY, Spacing",24,201,1,6B C9 18
6DD6EB,7198443,limit box Y-Axis,"Box, LimitMenu, PositionY",1,254,11,96 01; 96 01; 96 01
6DD6EC,7198444,remove limit box,"Box, LimitMenu",2,2,1,02
6DD6F1,7198449,limit box X-Axis,"Box, LimitMenu, PositionX",2,159,12,2F 02; 6A 02; 95 02
6DD71E,7198494,always render barriers command menu,Bar,144,144,10,90 90 90 90 90 90; 90 90 90 90 90 90; 90 90 90 90 90 90
6DD72F,7198511,barrier physical bar height,"Bar, Height",3,3,3,03; 03; 03
6DD74C,7198540,barrier physical bar spacing Y-Axis - C0 middle then 6B first then 3rd value,"Bar, PositionY, Spacing",24,192,1,6B C0 18
6DD750,7198544,barrier physical bar Y-Axis,"Bar, PositionY",1,160,10,8E 01; A0; 94
6DD756,7198550,barrier physical bar X-Axis,"Bar, PositionX",1,236,16,EC 01; 27 02; 52 02
6DD768,7198568,"barrier magic bar color 00 00 00 FF, blue, green, red, XX tint","Bar, Color, MagicMenu",0,153,3,00 99 55 80; 00 99 55 80; 96 64 00 80
6DD76D,7198573,barrier magic bar height,"Bar, Height, MagicMenu",3,3,3,03; 03; 03
6DD78A,7198602,barrier magic bar spacing Y-Axis - C9 middle then 6B first then 3rd value,"Bar, MagicMenu, PositionY, Spacing",24,201,1,6B C9 18
6DD78F,7198607,barrier magic bar Y-Axis,"Bar, MagicMenu, PositionY",1,165,10,98 01; A5; 9E
6DD795,7198613,barrier magic bar X-Axis,"Bar, MagicMenu, PositionX",1,236,16,EC 01; 27 02; 52 02
6DD7AB,7198635,barrier boxes pallete (hp/mp sprite),"Bar, Box",0,232,4,0F; 01 6A 08 6A 27 6A 1E 68 A0 00 00 00 0F BF 55 E8 6B D2 20 81 C2 82 01 00 00 52 68 6B 01; 01 6A 08 6A 27 6A 1E 68 A0 00 00 00 0F BF 55 E8 6B D2 20 81 C2 82 01 00 00 52 68 D5 01
6DD7BB,7198651,"barrier boxes spacing Y-Axis - set middle to D2, then first to 6B, then third as value","Bar, Box, PositionY, Spacing",24,210,1,6B D2 18
6DD7C0,7198656,barrier boxes Y-Axis,"Bar, Box, PositionY",1,255,7,8C 01; 92 01; 92 01
6DD7C6,7198662,barrier boxes X-Axis,"Bar, Box, PositionX",1,230,13,E6 01; 21 02; 4C 02
6DD80E,7198734,always render current hp and divider,Uncategorized,144,144,10,90 90 90 90 90 90; 90 90 90 90 90 90; 90 90 90 90 90 90
6DD853,7198803,alive hp palett,Uncategorized,6,6,1,06
6DD86A,7198826,"alive hp value spacing Y-Axis-  set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6DD86F,7198831,alive hp value Y-Axis,PositionY,1,149,9,8C 01; 95; 95
6DD875,7198837,alive hp value X-Axis,PositionX,1,241,17,82 01; BD 01; E8 01
6DD89F,7198879,"dead hp value spacing Y-Axis-  set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6DD8A4,7198884,dead hp value Y-Axis,PositionY,1,149,9,8C 01; 95; 95
6DD8AA,7198890,dead hp value X-Axis,PositionX,1,241,17,82 01; BD 01; E8 01
6DD8C0,7198912,hp divider color pallete,Color,7,7,1,07
6DD8D0,7198928,hp divider spacing Y-Axis - C0 middle then 6B first then 3rd value,"PositionY, Spacing",24,192,1,6B C0 18
6DD8D4,7198932,hp divider Y-Axis,PositionY,1,140,1,8C 01
6DD8D5,7198933,hp divider disable,Uncategorized,4,4,8,04; 04; 04
6DD8DA,7198938,hp divider X-Axis,PositionX,1,128,8,75 01; 4A 01; 75 01
6DD903,7198979,also always render maxhp,Uncategorized,2,2,2,02; 02
6DD952,7199058,maxhp spacing Y-Axis - C0 middle then 6B first then 3rd value,"PositionY, Spacing",24,192,1,6B C0 18
6DD956,7199062,maxhp Y-Axis,PositionY,1,140,1,8C 01
6DD957,7199063,maxhp disable - removed as was unable to keep visible with 3 column command menu,Uncategorized,4,4,8,04; 04; 04
6DD95C,7199068,maxhp X-Axis,PositionX,1,136,8,7D 01; 52 01; 7D 01
6DD9A7,7199143,alive mp palette color 06,Color,3,3,1,03
6DD9BE,7199166,"alive mp value spacing Y-Axis-  set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6DD9C3,7199171,alive mp value Y-Axis,PositionY,1,149,9,8C 01; 95; 95
6DD9C9,7199177,alive mp value X-Axis,PositionX,1,250,17,B6 01; F1 01; 1C 02
6DD9F3,7199219,"dead mp value spacing Y-Axis-  set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6DD9F8,7199224,dead mp value Y-Axis,PositionY,1,149,9,8C 01; 95; 95
6DD9FE,7199230,dead mp value X-Axis,PositionX,1,250,17,B6 01; F1 01; 1C 02
6DE3F8,7201784,always render command box text (item menu),"Box, ItemMenu, Text",144,144,3,90 90 90 90 90 90; 90 90 90 90 90 90; 90 90 90 90 90 90
6DE40E,7201806,always render command box text,"Box, Text",144,144,3,90 90 90 90 90 90; 90 90 90 90 90 90; 90 90 90 90 90 90
6DE424,7201828,always render command box text (enemy skill menu),"Box, Text",144,144,3,90 90 90 90 90 90; 90 90 90 90 90 90; 90 90 90 90 90 90
6DE43A,7201850,always render command box text (summon menu),"Box, Text",144,144,3,90 90 90 90 90 90; 90 90 90 90 90 90; 90 90 90 90 90 90
6DE4BF,7201983,command box limit text spacing X-Axis,"Box, LimitMenu, PositionX, Spacing, Text",72,72,6,48; 48; 48
6DE4CD,7201997,command box limit text X-Axis,"Box, LimitMenu, PositionX, Text",32,255,14,76; 61; 36
6DE5DF,7202271,command box limit text spacing Y-Axis,"Box, LimitMenu, PositionY, Spacing, Text",22,22,1,16
6DE5E1,7202273,command box limit text Y-Axis,"Box, LimitMenu, PositionY, Text",86,126,6,7E; 5C; 7A
6DE66B,7202411,command box coin text spacing Y-Axis,"Box, PositionY, Spacing, Text",22,22,1,16
6DE66D,7202413,command box coin text Y-Axis,"Box, PositionY, Text",86,126,6,7E; 5C; 7A
6DE677,7202423,command box coin text spacing X-Axis,"Box, PositionX, Spacing, Text",72,72,6,48; 48; 48
6DE685,7202437,command box coin text X-Axis,"Box, PositionX, Text",32,255,14,76; 61; 36
6DE6B1,7202481,command box throw text spacing Y-Axis,"Box, PositionY, Spacing, Text",22,22,1,16
6DE6B4,7202484,command box throw text Y-Axis,"Box, PositionY, Text",86,126,6,7E; 5C; 7A
6DE6BE,7202494,command box throw text spacing X-Axis,"Box, PositionX, Spacing, Text",72,72,6,48; 48; 48
6DE6CC,7202508,command box throw text X-Axis,"Box, PositionX, Text",32,255,14,76; 61; 36
6DE719,7202585,command box text spacing Y-Axis,"Box, PositionY, Spacing, Text",22,22,1,16
6DE71C,7202588,command box text Y-Axis,"Box, PositionY, Text",86,126,6,7E; 5C; 7A
6DE726,7202598,command box text spacing X-Axis,"Box, PositionX, Spacing, Text",72,72,6,48; 48; 48
6DE734,7202612,command box text X-Axis,"Box, PositionX, Text",32,255,14,76; 61; 36
6DE7A8,7202728,command box text support symbol pallete color - changed to white from coloured due to risk of merging with background,"Box, Color, Text",7,7,1,07
6DE7B9,7202745,command box text support symbol spacing Y-Axis,"Box, PositionY, Spacing, Text",22,22,1,16
6DE7BC,7202748,command box text support symbol Y-Axis,"Box, PositionY, Text",1,132,1,84 01
6DE7C6,7202758,command box text support symbol spacing X-Axis,"Box, PositionX, Spacing, Text",72,72,6,48; 48; 48
6DE7D9,7202777,command box text support symbol X-Axis,"Box, PositionX, Text",29,255,11,73; 5E; 33
6DEC31,7203889,item sub menu scroll bar height rows Y-Axis,"Bar, Height, ItemMenu, PositionY",4,4,1,04
6DEC50,7203920,item sub menu scroll bar X-Axis,"Bar, ItemMenu, PositionX",0,198,10,05 01; 46 01; 1B 01
6DEC56,7203926,item sub menu scroll bar Y-Axis,"Bar, ItemMenu, PositionY",1,121,2,78 01; 79
6DEC5C,7203932,item sub menu scroll bar width,"Bar, ItemMenu, Width",8,8,6,08; 08; 08
6DEC62,7203938,item sub menu scroll bar height,"Bar, Height, ItemMenu",99,99,1,63
6DEC99,7203993,item sub menu scroll bottom border row number,ItemMenu,5,5,1,05
6DECA1,7204001,item sub menu row count Y-Axis,"ItemMenu, PositionY",4,4,1,04
6DED10,7204112,offset for colon/value color on unusable items,"Color, ItemMenu",248,248,1,F8
6DED13,7204115,item sub menu colon/value colors,"Color, ItemMenu",8,21,3,08; 15; 15
6DED72,7204210,item sub menu icon spacing Y-Axis,"Icon, ItemMenu, PositionY, Spacing",24,201,1,6B C9 18
6DED78,7204216,item sub menu icon Y-Axis,"Icon, ItemMenu, PositionY",1,118,2,76 01; 5F 01
6DED7E,7204222,item sub menu icon X-Axis,"Icon, ItemMenu, PositionX",31,223,11,1F; 5F; 34
6DED7F,7204223,disable render of OG icons item battle,"Battle, Icon, ItemMenu",144,144,1,90 90 90 90 90
6DED9D,7204253,item sub menu colon spacing Y-Axis,"ItemMenu, PositionY, Spacing",24,210,1,6B D2 18
6DEDA3,7204259,item sub menu colon Y-Axis,"ItemMenu, PositionY",1,128,2,80 01; 6A 01
6DEDA4,7204260,item remove sub menu colon,ItemMenu,2,2,3,02; 02; 02
6DEDA9,7204265,item sub menu colon X-Axis,"ItemMenu, PositionX",0,243,9,DD; 1E 01; F3 00
6DEDD8,7204312,item sub menu value spacing Y-Axis,"ItemMenu, PositionY, Spacing",24,192,1,6B C0 18
6DEDDE,7204318,item sub menu value Y-Axis,"ItemMenu, PositionY",1,126,2,7E 01; 68 01
6DEDE4,7204324,item sub menu value X-Axis,"ItemMenu, PositionX",0,253,10,E7 00; 28 01; FD 00
6DEEC5,7204549,item sub menu text spacing Y-Axis,"ItemMenu, PositionY, Spacing, Text",24,210,1,6B D2 18
6DEECB,7204555,item sub menu text Y-Axis,"ItemMenu, PositionY, Text",1,122,2,7A 01; 64 01
6DEED1,7204561,item sub menu text X-Axis,"ItemMenu, PositionX, Text",0,255,22,23; DF; B4
6DF490,7206032,limit box text spacing Y-Axis,"Box, LimitMenu, PositionY, Spacing, Text",24,24,1,18
6DF492,7206034,limit box text Y-Axis,"Box, LimitMenu, PositionY, Text",114,143,2,8F; 72
6DF498,7206040,limit box text X-Axis,"Box, LimitMenu, PositionX, Text",32,255,13,80; 5B; 30
6DF4BA,7206074,limit box limit header Y-Axis,"Box, LimitMenu, PositionY",1,130,2,82 01; 64 01
6DF4BF,7206079,limit box limit header X-Axis,"Box, LimitMenu, PositionX",0,255,14,80; 5B; 30
6DF4E2,7206114,limit box lv header Y-Axis,"Box, LimitMenu, PositionY",1,129,2,81 01; 63 01
6DF4E7,7206119,limit box lv header X-Axis,"Box, LimitMenu, PositionX",0,255,14,8E; 69; 3E
6DF533,7206195,limit box level value header Y-Axis,"Box, LimitMenu, PositionY",1,125,2,7D 01; 5F 01
6DF538,7206200,limit box level value header X-Axis,"Box, LimitMenu, PositionX",0,255,14,C0; 9B; 70
6DF57C,7206268,limit box BG top left,"Box, LimitMenu",24,240,7,ED 42; A0 42; 18 42
6DF585,7206277,limit box BG,"Box, LimitMenu",191,240,1,F0 BF
6DF5C5,7206341,limit box BG bottom left,"Box, LimitMenu",16,240,13,ED 42; A0 42; 18 42
6DF62C,7206444,limit box BG top right,"Box, LimitMenu",89,212,4,D4 59; BF; BF
6DF675,7206517,limit box BG bottom right,"Box, LimitMenu",191,191,3,BF; BF; BF
6DF9F7,7207415,magic sub menu scroll bar height rows Y-Axis,"Bar, Height, MagicMenu, PositionY",4,4,1,04
6DF9FD,7207421,magic sub menu scroll bar row count Y-Axis,"Bar, MagicMenu, PositionY",54,54,3,36; 36; 36
6DFA0E,7207438,magic sub menu scroll bar X-Axis,"Bar, MagicMenu, PositionX",0,225,15,92 00; 86 00; CD 00
6DFA14,7207444,magic sub menu scroll bar Y-Axis,"Bar, MagicMenu, PositionY",1,127,7,7F; 7F; 7F
6DFA1A,7207450,magic sub menu scroll bar width,"Bar, MagicMenu, Width",8,8,6,08; 08; 08
6DFA20,7207456,magic sub menu scroll bar height,"Bar, Height, MagicMenu",86,86,6,56; 56; 56
6DFA48,7207496,magic column count fix display name,MagicMenu,1,1,3,01; 01; 01
6DFA77,7207543,magic sub menu scroll bottom border row number,MagicMenu,5,5,1,05
6DFA7F,7207551,magic sub menu row count Y-Axis,"MagicMenu, PositionY",4,4,1,04
6DFAC4,7207620,magic column count text,"MagicMenu, Text",1,1,3,01; 01; 01
6DFADA,7207642,magic column count text extra columns,"MagicMenu, Text",1,1,3,01; 01; 01
6DFB2C,7207724,magic column count text first column,"MagicMenu, Text",1,1,3,01; 01; 01
6DFB4B,7207755,magic sub menu text spacing Y-Axis,"MagicMenu, PositionY, Spacing, Text",24,192,1,6B C0 18
6DFB51,7207761,magic sub menu text Y-Axis,"MagicMenu, PositionY, Text",1,122,2,7A 01; 64 01
6DFB5B,7207771,magic sub menu text spacing X-Axis,"MagicMenu, PositionX, Spacing, Text",96,100,4,60; 60; 64
6DFB61,7207777,magic sub menu text X-Axis,"MagicMenu, PositionX, Text",34,227,10,61; 36; 26
6DFBAE,7207854,magic column count support symbols,MagicMenu,1,1,3,01; 01; 01
6DFC02,7207938,magic sub menu text support symbol palette color - changed to white from coloured due to risk of merging with background,"Color, MagicMenu, Text",7,7,1,07
6DFC16,7207958,magic sub menu text support symbol spacing Y-Axis,"MagicMenu, PositionY, Spacing, Text",24,210,1,6B D2 18
6DFC1C,7207964,magic sub menu text support symbol Y-Axis,"MagicMenu, PositionY, Text",1,128,2,80 01; 6A 01
6DFC26,7207974,magic sub menu text support symbol spacing X-Axis,"MagicMenu, PositionX, Spacing, Text",96,100,4,60; 60; 64
6DFC2C,7207980,magic sub menu text support symbol X-Axis,"MagicMenu, PositionX, Text",24,255,11,57; 2C; 1C
6DFC46,7208006,magic sub menu mpneeded contents Y-Axis,"MagicMenu, PositionY",1,114,1,72 01
6DFC4B,7208011,magic sub menu mpneeded contents X-Axis,"MagicMenu, PositionX",0,242,38,A4 00; 60 00; 35 00
6DFC75,7208053,all sub menu mpneeded logo pallette,Uncategorized,7,7,6,07; 07; 07
6DFC87,7208071,all sub menu mpneeded logo X-Axis,PositionX,7,254,9,0B; 0B; 0B
6DFD0E,7208206,magic column count info box fix,"Box, MagicMenu",1,1,3,01; 01; 01
6DFD58,7208280,all sub menu mpneeded All X-Axis,PositionX,1,2,7,02; 02; 02
6DFDFD,7208445,enemy skill column count mp cost,Uncategorized,16,16,3,10; 10; 10
6DFE6F,7208559,all sub menu mpneeded turbo/quadra X-Axis,PositionX,1,2,7,02; 02; 02
6DFEA7,7208615,all sub menu mpneeded turbo/quadra value Y-Axis,PositionY,61,61,1,3D
6DFEAE,7208622,all sub menu mpneeded turbo/quadra value X-Axis,PositionX,11,43,7,0B; 0B; 0B
6DFEF0,7208688,all sub menu mpneeded turbo/quadra X pallete,Uncategorized,13,13,6,0D; 0D; 0D
6DFEFE,7208702,all sub menu mpneeded turbo/quadra X Y-Axis,PositionY,61,61,1,3D
6DFF05,7208709,all sub menu mpneeded turbo/quadra X X-Axis,PositionX,32,65,7,20; 20; 20
6DFF51,7208785,all sub menu mpneeded summon/all usage value Y-Axis,PositionY,83,83,1,53
6DFF58,7208792,all sub menu mpneeded summon/all usage value X-Axis,PositionX,11,43,7,0B; 0B; 0B
6DFF7F,7208831,all sub menu mpneeded summon unlimited Y-Axis,"LimitMenu, PositionY",82,82,1,52
6DFF86,7208838,all sub menu mpneeded summon unlimited X-Axis,"LimitMenu, PositionX",8,39,7,08; 08; 08
6DFF9A,7208858,all sub menu mpneeded summon/all pallete,Uncategorized,13,13,6,0D; 0D; 0D
6DFFA8,7208872,all sub menu mpneeded summon/all X Y-Axis,PositionY,83,83,1,53
6DFFAF,7208879,all sub menu mpneeded summon/all X X-Axis,PositionX,32,65,7,20; 20; 20
6DFFD4,7208916,all sub menu mpneeded mp cost Y-Axis,PositionY,36,36,6,24; 24; 24
6E0005,7208965,all sub menu mpneeded MAXMP remove,Uncategorized,223,223,6,DF; DF; DF
6E000C,7208972,all sub menu mpneeded MAXMP X-Axis,PositionX,42,42,1,2A
6E0020,7208992,all sub menu mpneeded divider color pallette,Color,7,7,1,07
6E0031,7209009,all sub menu mpneeded / remove,Uncategorized,223,223,6,DF; DF; DF
6E0038,7209016,all sub menu mpneeded / X-Axis - adjusted to centre aligned as cannot adjust mp cost x-axis,PositionX,34,34,1,22
6E0706,7210758,summon sub menu scroll bar height rows Y-Axis,"Bar, Height, PositionY",4,4,1,04
6E071D,7210781,summon sub menu scroll bar X-Axis,"Bar, PositionX",0,254,11,C3 00; FE 00; D3 00
6E0723,7210787,summon sub menu scroll bar Y-Axis,"Bar, PositionY",1,127,3,78 01; 79; 7F
6E0729,7210793,summon sub menu scroll bar width,"Bar, Width",7,8,6,07; 08; 08
6E072F,7210799,summon sub menu scroll bar height,"Bar, Height",86,99,2,63; 56
6E0766,7210854,summon sub menu scroll bottom border row number,Uncategorized,5,5,1,05
6E076E,7210862,summon sub menu row count Y-Axis,PositionY,4,4,1,04
6E0806,7211014,summon sub menu text spacing Y-Axis,"PositionY, Spacing, Text",24,210,1,6B D2 18
6E080C,7211020,summon sub menu text Y-Axis,"PositionY, Text",1,122,2,7A 01; 64 01
6E0812,7211026,summon sub menu text X-Axis,"PositionX, Text",34,227,11,26; 61; 36
6E0823,7211043,summon sub menu mpneeded contents Y-Axis,PositionY,1,114,1,72 01
6E0828,7211048,summon sub menu mpneeded contents X-Axis,PositionX,0,230,34,D4 00; 90 00; 65 00
6E09F8,7211512,eskill sub menu scroll bar height rows Y-Axis,"Bar, Height, PositionY",4,4,1,04
6E0A0F,7211535,eskill sub menu scroll bar X-Axis,"Bar, PositionX",0,249,15,C6 00; B0; 01 01
6E0A15,7211541,eskill sub menu scroll bar Y-Axis,"Bar, PositionY",1,127,7,7F; 7F; 7F
6E0A1B,7211547,eskill sub menu scroll bar width,"Bar, Width",8,8,6,08; 08; 08
6E0A21,7211553,eskill sub menu scroll bar height,"Bar, Height",86,86,6,56; 56; 56
6E0A59,7211609,eskill sub menu scroll bottom border row number,Uncategorized,5,5,1,05
6E0A61,7211617,eskill sub menu row count Y-Axis,PositionY,4,4,1,04
6E0AE1,7211745,eskill column count text assignment,Text,8,8,3,08; 08; 08
6E0B0A,7211786,enemy skill column count text,Text,8,8,3,08; 08; 08
6E0B27,7211815,eskill sub menu text spacing Y-Axis,"PositionY, Spacing, Text",24,192,1,6B C0 18
6E0B2D,7211821,eskill sub menu text Y-Axis,"PositionY, Text",1,122,2,7A 01; 64 01
6E0B37,7211831,eskill sub menu text spacing X-Axis,"PositionX, Spacing, Text",0,156,6,9C 00; 9C 00; 9C 00
6E0B3D,7211837,eskill sub menu text X-Axis,"PositionX, Text",33,226,11,26; 61; 36
6E0B54,7211860,eskill sub menu mpneeded contents Y-Axis,PositionY,1,114,1,72 01
6E0B59,7211865,eskill sub menu mpneeded contents X-Axis,PositionX,0,233,38,D7 00; 92 00; 67 00
6E0D3B,7212347,"coin ""how much"" word Y-Axis",PositionY,1,120,1,78 01
6E0D40,7212352,"coin ""how much"" word X-Axis",PositionX,56,99,4,63; 38; 63
6E0D56,7212374,"coin ""gil"" word Y-Axis",PositionY,1,146,1,92 01
6E0D5B,7212379,"coin ""gil"" word X-Axis",PositionX,48,112,5,5B; 30; 70
6E0D74,7212404,"coin ""after"" word Y-Axis",PositionY,1,170,4,AA 01; 9A 01; 9A 01
